country_id,country_id_iso,country_name,cab_id,cab_name,date_in,date_out,date_in_str,date_out_str,form_decade,cab_duration_max,cab_duration_days,cab_duration_relative,cab_composition1,cab_composition2,cab_party1,cab_party2,cab_party3,cab_party4,cab_party5,cab_party6,cab_party7,cab_party8,cab_num_parties,cab_coalition,cab_majority,cab_mwc,cab_formal_minority,cab_surplus,govtype,newgov_type,post_election_cab,support_parties,support_party1,support_party2,support_party3,support_party4,support_party5,support_party6,support_party7,support_party8,techno_maj,techno_pm,techno_remit,prox_election,elecdate,country_elec_num,country_elec_id,num_parties,largest_party,largest_party_incab,largest_party_share,largest_party_bp,seats_party1,seats_party2,seats_party3,seats_party4,seats_party5,seats_party6,seats_party7,seats_party8,seats_party9,seats_party10,seats_party11,seats_party12,seats_party13,seats_party14,seats_party15,seats_party16,seats_party17,seats_party18,seats_party19,seats_party20,seats_party21,seats_party22,seats_party23,seats_party24,seats_party25,seats_party26,seats_party27,seats_party28,seats_party29,seats_party30,seats_party31,seats_party32,seats_party33,seats_party34,seats_party35,seats_party36,seats_party37,seats_party38,seats_party39,seats_party40,seats_party41,seats_party42,seats_party43,seats_party44,seats_party45,seats_party46,seats_party47,seats_party48,seats_party49,seats_party50,seats_party51,seats_party52,seats_party53,seats_party54,seats_party55,seats_party56,seats_party57,seats_party58,seats_party59,seats_party60,seats_party61,seats_party62,seats_party63,seats_party64,seats_party65,seats_party66,seats_party67,seats_party68,seats_party98,seats_party99,minority_sit,seats,cab_strength_lower,cab_strength_lower_supported,cab_strength_out,cab_seatshare,cab_connected,cab_mwcc,cab_mwccs,cab_prefrange,cab_prefrange_logit,cab_prefrange_prosser,cab_prefrange_logit_prosser,cab_polar,cab_polar_logit,cab_polar_prosser,cab_polar_prosser_logit,cab_wpolar,cab_wpolar_logit,cab_wpolar_prosser,cab_wpolar_prosser_logit,cab_gravity,cab_gravity_logit,cab_gravity_prosser,cab_gravity_logit_prosser,cab_enpp,enpp,bp_fract,soc_share,soc_green_share,con_share,con_alt_share,rad_share,parl_prefrange,parl_prefrange_logit,parl_prefrange_prosser,parl_prefrange_logit_prosser,parl_polar_rile,parl_polar_rile_logit,parl_polar_prosser,parl_polar_prosser_logit,dim_first_median,dim_first_median_2nd,dim_first_median_bp,dim_first_label,dim_second_median,dim_second_median_2nd,dim_second_label,dim_third_median,dim_third_label,prox_election_upper,upper_seats_party1,upper_seats_party2,upper_seats_party3,upper_seats_party4,upper_seats_party5,upper_seats_party6,upper_seats_party7,upper_seats_party8,upper_seats_party9,upper_seats_party10,upper_seats_party11,upper_seats_party12,upper_seats_party13,upper_seats_party14,upper_seats_party15,upper_seats_party16,upper_seats_party17,upper_seats_party18,upper_seats_party19,upper_seats_party20,upper_seats_party21,upper_seats_party22,upper_seats_party23,upper_seats_party24,upper_seats_party25,upper_seats_party26,upper_seats_party27,upper_seats_party28,upper_seats_party29,upper_seats_party30,upper_seats_party31,upper_seats_party32,upper_seats_party33,upper_seats_party34,upper_seats_party35,upper_seats_party36,upper_seats_party37,upper_seats_party38,upper_seats_party39,upper_seats_party40,upper_seats_party41,upper_seats_party42,upper_seats_party43,upper_seats_party44,upper_seats_party45,upper_seats_party46,upper_seats_party47,upper_seats_party48,upper_seats_party49,upper_seats_party50,upper_seats_party51,upper_seats_party52,upper_seats_party53,upper_seats_party54,upper_seats_party55,upper_seats_party56,upper_seats_party57,upper_seats_party58,upper_seats_party59,upper_seats_party60,upper_seats_party61,upper_seats_party62,upper_seats_party63,upper_seats_party64,upper_seats_party65,upper_seats_party66,upper_seats_party67,upper_seats_party68,upper_seats_party69,upper_seats_party98,upper_seats_party99,upper_seats_total,cab_strength_upper,cab_strength_upper_out,upper_majority,upper_enpp,upper_dim_first_median,upper_dim_second_median,form_duration,form_duration_alt,form_invest_pro,form_invest_con,form_invest_abs,num_ministries,num_ministers,term_disc,term_tech_regelec,term_tech_const,term_tech_death,term_disc_earlyelec,term_disc_enlarge,term_disc_voluntary,term_disc_cabdefeat,term_disc_conflict_pol,term_disc_conflict_pers,term_disc_conflict_parties,term_disc_intra,term_disc_intra_party,term_disc_intra_conflict,term_event_nonparlelec,term_event_popshock,term_event_intnat,term_event_econ,term_event_pers,term_ministry,term_descr,inst_bicam,inst_posparl,inst_convote,inst_pmpower,pmpower_formcab,pmpower_formcab_rule1,pmpower_formcab_rule2,pmpower_minappoint,pmpower_minappoint_rule,pmpower_mindismiss,pmpower_mindismiss_rule,pmpower_minaccount,pmpower_pmjurisdiction,pmpower_pmsteering,pmpower_pmagenda,pmpower_pmoffice,pmpower_pmoffice_rule1,pmpower_pmoffice_rule2,pmpower_pmoffice_rule3,pmpower_pmoffice_rule4,inst_semipres,inst_comment,invest_exist,invest_rounds_max,invest_rule1,invest_rule2,invest_rule3,invest_rule4,invest_object,invest_object1,invest_object2,invest_inoffice,invest_timing,invest_bicameral,invest_comment,pres_pop,pres_appoint_pm,pres_appoint_pm_restr,pres_select_pm,pres_dismiss,pres_dissolve_parl,pres_veto,pres_veto_expl,pres_decree,pres_decree_expl,pres_init,pres_refer,pres_refer_rule1,pres_refer_rule2,pres_refer_rule3,pres_comment
1,40,Austria,101,Figl I,20dec1945,20nov1947,1945-12-20,1947-11-20,40,1436,700,.487465181058496,"ÖVP, SPÖ, KPÖ","10005,10004,10001",10005,10004,10001,,,,,,3,1,1,0,0,1,4,1,1,,,,,,,,,,0,0,1,2,1945-11-25,1,101,3,10005,1,.515151515151515,1,4,,,76,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,165,165,165,1,1,1,1,,,,,,,,,,,,,,,,,2.09149573634478,2.09149573634478,1,,,,,,,,,,,,,,10005,,1,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,,,,13,15,1,0,0,0,0,0,0,0,1,0,"10005, 10004, 10001",0,,,0,0,1,1,0,"2, 3",Communists leave government over currency reform and Marshall Plan - beginning of Cold War,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,0,,,,,,,,,,,,,,,
1,40,Austria,102,Figl II,20nov1947,09oct1949,1947-11-20,1949-10-09,40,736,689,.9361413043478261,"ÖVP, SPÖ","10005,10004",10005,10004,,,,,,,2,1,1,0,0,1,4,2,0,,,,,,,,,,0,0,1,4,1945-11-25,1,101,3,10005,1,.515151515151515,1,4,,,76,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,161,161,161,.975757598876953,1,1,1,,,,,,,,,,,,,,,,,1.99376971002231,2.09149573634478,1,,,,,,,,,,,,,,10005,,1,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,13,15,0,1,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,.,Regular election,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,0,,,,,,,,,,,,,,,
1,40,Austria,103,Figl III,08nov1949,22feb1953,1949-11-08,1953-02-22,40,1431,1202,.8399720475192169,"ÖVP, SPÖ","10005,10004",10005,10004,,,,,,,2,1,1,1,0,0,3,1,1,,,,,,,,,,0,0,1,1,1949-10-09,2,102,4,10005,1,.466666666666667,.333333333333333,5,,,67,77,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,165,144,144,142,.872727274894714,1,1,1,45.8,1.5287286475896,28.4,1.1392,32.3855,1.081,20.0818,.8055,32.4635,1.0836,20.1302,.8075,10.8902777777778,.250988106528688,-22.2138888888889,-.8691444444444441,1.99040122864273,2.54463033928405,3,.406060606060606,.406060606060606,0,.466666666666667,.096969696969697,45.8,1.5287286475896,32.4,1.3674,32.6025561370066,1.08123792028928,24.982126944411,1.03595923986741,10005,,.333333333333333,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,,,10,11,1,0,0,0,1,0,0,0,1,0,"10005, 10004",0,,,0,0,0,0,0,2,Budget,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,1,3,In accordance with election results,0,1,0,0,,0,,0,0,,,,
1,40,Austria,104,Raab I,02apr1953,13may1956,1953-04-02,1956-05-13,50,1422,1137,.79957805907173,"ÖVP, SPÖ","10005,10004",10005,10004,,,,,,,2,1,1,1,0,0,3,1,1,,,,,,,,,,0,0,1,1,1953-02-22,3,103,4,10005,1,.448484848484848,.333333333333333,4,,,73,74,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,165,147,147,147,.890909075737,1,1,1,46,1.7198283916301,31.6,1.1757,32.5269,1.2161,22.3446,.8313,32.5277,1.2161,22.3451,.8314,6.65646258503401,.0122314531268449,-36.5925170068027,-1.39525102040816,1.99990745025451,2.47118090224199,3,.442424242424242,.442424242424242,0,.448484848484848,.0848484848484849,46,1.7198283916301,31.6,1.1757,33.5560228076372,1.2211526813533,22.6061938415117,.833655112541551,10005,,.333333333333333,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,,,,10,11,1,0,0,0,1,0,0,0,1,0,"10005, 10004",0,,,0,0,0,0,0,.,Nationalization,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,1,3,In accordance with election results,0,1,0,0,,0,,0,0,,,,
1,40,Austria,105,Raab II,29jun1956,10may1959,1956-06-29,1959-05-10,50,1414,1045,.739038189533239,"ÖVP, SPÖ","10005,10004",10005,10004,,,,,,,2,1,1,0,0,0,,1,1,,,,,,,,,,0,0,1,1,1956-05-13,4,104,4,10005,1,.496969696969697,.5,3,,,74,82,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,165,156,156,156,.9454545378685,1,0,0,62.8,2.51977778919459,61.9,2.524,44.4063,1.7818,43.7699,1.7847,44.4647,1.7841,43.8274,1.7871,16.1102564102564,.5731143648178399,-12.7628205128205,-.5395820512820509,1.99475409836066,2.2233564720294,3,.448484848484848,.448484848484848,0,.496969696969697,.0363636363636364,62.8,2.51977778919459,61.9,2.524,53.7108480662892,2.11267160605786,56.4799504249074,2.1557221878526,10005,,.5,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,,,,11,12,1,0,0,0,1,0,0,0,1,0,"10005, 10004",0,,,0,0,0,0,0,.,"Several issues, including privatization, social insurance, housing",1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,1,3,In accordance with election results,0,1,0,0,,0,,0,0,,,,
1,40,Austria,106,Raab III,16jul1959,11apr1961,1959-07-16,1961-04-11,50,1394,635,.455523672883788,"ÖVP, SPÖ","10005,10004",10005,10004,,,,,,,2,1,1,1,0,0,3,1,1,,,,,,,,,,0,0,1,2,1959-05-10,5,105,3,10005,1,.478787878787879,.333333333333333,,,,78,79,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,165,157,157,157,.951515138149261,1,1,1,40,1.37164883021145,34,1.3789,28.2843,.9699,24.0416,.975,28.2848,.9699,24.0421,.975,4.12738853503185,.0910744925705264,-37.8917197452229,-1.42645859872611,1.99991886409736,2.19751392364194,3,.472727272727273,.472727272727273,0,.478787878787879,.0484848484848485,40,1.37164883021145,47.2,1.8364,31.5788959063908,1.05828682775472,34.4387378785383,1.35191671587663,10005,,.333333333333333,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,,,,11,12,1,0,0,0,0,0,0,0,0,0,,1,10005,L,0,0,0,0,0,.,Half-enforced resignation of Raab because of party strategy vis-à-viscoalition partner,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,1,3,In accordance with election results,0,1,0,0,,0,,0,0,,,,
1,40,Austria,107,Gorbach I,11apr1961,18nov1962,1961-04-11,1962-11-18,60,759,586,.772068511198946,"ÖVP, SPÖ","10005,10004",10005,10004,,,,,,,2,1,1,1,0,0,3,3,0,,,,,,,,,,0,0,1,4,1959-05-10,5,105,3,10005,1,.478787878787879,.333333333333333,,,,78,79,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,165,157,157,157,.951515138149261,1,1,1,40,1.37164883021145,34,1.3789,28.2843,.9699,24.0416,.975,28.2848,.9699,24.0421,.975,4.12738853503185,.0910744925705264,-37.8917197452229,-1.42645859872611,1.99991886409736,2.19751392364194,3,.472727272727273,.472727272727273,0,.478787878787879,.0484848484848485,40,1.37164883021145,47.2,1.8364,31.5788959063908,1.05828682775472,34.4387378785383,1.35191671587663,10005,,.333333333333333,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,11,12,1,0,0,0,1,0,0,0,0,0,,0,,,0,0,0,0,0,.,Consensual early elections,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,1,3,In accordance with election results,0,1,0,0,,0,,0,0,,,,
1,40,Austria,108,Gorbach II,27mar1963,02apr1964,1963-03-27,1964-04-02,60,1332,372,.279279279279279,"ÖVP, SPÖ","10005,10004",10005,10004,,,,,,,2,1,1,1,0,0,3,1,1,,,,,,,,,,0,0,1,2,1962-11-18,6,106,3,10005,1,.490909090909091,.333333333333333,,,,76,81,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,165,157,157,157,.951515138149261,1,1,1,24.7,.931969511176658,23.4,.6637,17.4655,.659,16.5463,.4693,17.4744,.6593,16.5547,.4695,-.756687898089172,-.11053582349406,-49.1273885350318,-1.82178152866242,1.99797357542352,2.19538746875252,3,.460606060606061,.460606060606061,0,.490909090909091,.0484848484848485,35.8,.985180287371508,23.4,.9121,25.9161468329431,.78357700219177,16.8053562889931,.666864968840519,10005,,.333333333333333,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,129,,,,11,12,1,0,0,0,0,0,0,0,0,0,,1,10005,L,0,0,0,0,0,.,Gorbach lost confidence vote in party executive,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,1,3,In accordance with election results,0,1,0,0,,0,,0,0,,,,
1,40,Austria,109,Klaus I,02apr1964,25oct1965,1964-04-02,1965-10-25,60,960,571,.5947916666666671,"ÖVP, SPÖ","10005,10004",10005,10004,,,,,,,2,1,1,1,0,0,3,3,0,,,,,,,,,,0,0,1,4,1962-11-18,6,106,3,10005,1,.490909090909091,.333333333333333,,,,76,81,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,165,157,157,156,.951515138149261,1,1,1,24.7,.931969511176658,23.4,.6637,17.4655,.659,16.5463,.4693,17.4744,.6593,16.5547,.4695,-.756687898089172,-.11053582349406,-49.1273885350318,-1.82178152866242,1.99797357542352,2.19538746875252,3,.460606060606061,.460606060606061,0,.490909090909091,.0484848484848485,35.8,.985180287371508,23.4,.9121,25.9161468329431,.78357700219177,16.8053562889931,.666864968840519,10005,,.333333333333333,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,11,12,1,0,0,0,1,0,0,0,1,0,"10005, 10004",0,,,0,0,0,0,0,2,Budget,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,1,3,In accordance with election results,0,1,0,0,,0,,0,0,,,,
1,40,Austria,110,Klaus II,19apr1966,01mar1970,1966-04-19,1970-03-01,60,1412,1412,1,ÖVP,10005,10005,,,,,,,,1,0,1,0,0,0,2,1,1,,,,,,,,,,0,0,1,1,1966-03-06,7,107,3,10005,1,.515151515151515,1,,,,74,85,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,85,85,85,.515151500701904,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,.352142072918745,-23.9,-1.2315,1,2.1374735023946,1,.448484848484848,.448484848484848,0,.515151515151515,.0363636363636364,34.75,1.21179205462682,41.4,1.7815,40.9160420862038,1.6416465831914,52.6945917528545,1.86532588573686,10005,,1,Econ L-R,10005,,Religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,44,,,,12,13,0,1,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,.,Regular Election,1,0,0,4,1,1,,1,2,1,2,0,0,1,0,1,2,,,,0,,0,,5,,,,,,,,,,,1,3,In accordance with election results,0,1,0,0,,0,,0,0,,,,
